rank,world_id,avg_time,avg_nav_metric,avg_optimal_time,avg_path_length,success_rate,num_episodes,success_count,success_percentage,flip_count,flip_percentage,timeout_count,timeout_percentage
255,25,7.739000000000002,0.5,8.402411140392815,16.80482228078563,100.0,20,20,100.0,,,,
256,31,7.712100000000001,0.5,7.932161725021075,15.86432345004215,100.0,20,20,100.0,,,,
257,95,7.687899999999996,0.5,7.7005058743267325,15.401011748653465,100.0,20,20,100.0,,,,
258,156,7.684299999999996,0.5,7.677868930951037,15.355737861902075,100.0,20,20,100.0,,,,
259,7,7.663799999999999,0.5,8.648529762737898,17.297059525475795,100.0,20,20,100.0,,,,
260,34,7.6476000000000015,0.5,7.945978923495024,15.891957846990048,100.0,20,20,100.0,,,,
261,84,7.6203,0.5,7.899145701607635,15.79829140321527,100.0,20,20,100.0,,,,
262,53,7.5249,0.5,7.8472644026323355,15.694528805264671,100.0,20,20,100.0,,,,
263,27,7.4811999999999985,0.5,8.208669491315138,16.417338982630277,100.0,20,20,100.0,,,,
264,39,7.471899999999995,0.5,8.02872999502685,16.0574599900537,100.0,20,20,100.0,,,,
265,108,7.456800000000001,0.5,7.820315092273793,15.640630184547586,100.0,20,20,100.0,,,,
266,51,7.4335,0.5,7.9923437531415855,15.984687506283171,100.0,20,20,100.0,,,,
267,90,7.425200000000002,0.5,7.946568289683794,15.893136579367589,100.0,20,20,100.0,,,,
